"","primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","partido","legislatura"
"1780","CASTIGLIONI",NA,"JORGE","A.","Partido Colorado",37
"1781","CASTILLO",NA,"EDMUNDO",NA,"Partido Colorado",28
"1782","CASTILLO",NA,"EDMUNDO",NA,"Partido Colorado",29
"1783","CASTILLO",NA,"EDMUNDO",NA,"Partido Colorado",30
"1784","CASTRO","H","JUAN","PEDRO","Partido Colorado",22
"1785","CASTRO","H","JUAN","PEDRO","Partido Colorado",23
"1786","CASTRO",NA,"JUAN","PEDRO","Partido Colorado",21
"1787","CASTRO",NA,"JUAN","PEDRO","Partido Colorado",22
"1788","CASTRO",NA,"JUAN","PEDRO","Partido Colorado",24
"1789","CASTRO","ONETTI","CARLOS",NA,"Partido Colorado",31
"1790","CASTRO","RIERA","OMAR",NA,"Partido Nacional",44
"1791","CASTRO","ZABALETA","MANUEL",NA,"Partido Nacional",27
"1792","CASTRO","ZABALETA","MANUEL",NA,"Partido Nacional",28
"1793","CASTRO",NA,"LAVALLEJA",NA,"Partido Nacional",39
"1794","CASTRO",NA,"NORA",NA,"Frente Amplio",44
"1795","CASTRO",NA,"NORA",NA,"Frente Amplio",45
"1796","CASTRO",NA,"NORA",NA,"Frente Amplio",46
"1797","CASTRO","RAMOS","EDUARDO",NA,"Partido Colorado",39
"1798","CASTRO","SARAVIA","MARIANO",NA,"Partido Nacional",37
"1799","CASTRO",NA,"TOMAS",NA,"Partido Nacional",45
"1800","CASTRO","URQUIOLA","OSCAR",NA,"Frente Amplio",43
"1801","CASTRO",NA,"YAMANDU",NA,"Partido Nacional",45
"1802","CASTRO",NA,"CRISTINA",NA,"Partido Frente Amplio",47
"1803","CASTRO",NA,"FELICIANO",NA,"Partido Frente Amplio",47
"1804","CASTRO",NA,"EDUARDO",NA,"Partido Nacional",47
"1805","CASTRO",NA,"LEONARDO",NA,"Partido Nacional",48
"1806","CASTRO",NA,"JUAN",NA,"Partido Frente Amplio",48
"1807","CASTRO",NA,"EDUARDO",NA,"Partido Nacional",48
"1808","CASTRO",NA,"CELESTINO",NA,"Partido Nacional",38
"1809","CASTRO","BIANCHINO","OMAR",NA,"Union Popular",38
"1810","CASTRO",NA,"FERNANDO",NA,"Partido Obrero Revolucionario",38
"1811","CASTRO",NA,"FELICINDRO",NA,"Partido Colorado",37
"1812","CASTRO","ONETTI","CARLOS",NA,"Partido Colorado",29
"1813","CASTRO",NA,"CARLOS",NA,"Partido Colorado",39
"1814","CASTROMAN","RODRIGUEZ","RICARDO",NA,"Frente Amplio",45
"1815","CAT",NA,"CARLOS",NA,"Partido Nacional",43
"1816","CAT",NA,"CARLOS",NA,"Partido Nacional",45
"1817","CATALA","MOYANO","JULIO",NA,"Partido Nacional",33
"1818","CATALDI",NA,"FELIX","HUMBERTO","Partido Colorado",37
"1819","CATALDI",NA,"FELIX","HUMBERTO","Partido Colorado",38
"1820","CATALDI",NA,"WASHINGTON",NA,"Partido Colorado",40
"1821","CATALDI",NA,"WASHINGTON",NA,"Partido Colorado",41
"1822","CATALDI",NA,"WASHINGTON",NA,"Partido Colorado",42
"1823","CATALDI",NA,"ALFONSO","MARIO","Partido Colorado",42
"1824","CATALDI",NA,"ALFONSO","MARIO","Partido Colorado",43
"1825","CATALDI",NA,"ALFONSO","MARIO","Partido Colorado",44
"1826","CATALDI",NA,"JOSE",NA,"Por el departamento de Solis",38
"1827","CATALOGNE","HERRAN","DIEGO",NA,"Partido Nacional",36
"1828","CATALOGNE",NA,"JOSE",NA,"Partido Nacional",29
"1829","CATALOGNE",NA,"ELIAS","MANUEL","Partido Nacional",31
"1830","CATELOTTI",NA,"JOSE",NA,"Partido Nacional",48
"1831","CATRUFO",NA,"EMILIO","A.","Partido Nacional",39
"1832","CATRUFO",NA,"EMILIO","A.","Partido Nacional",40
"1833","CAVAGNARO",NA,"WALTER",NA,"Partido Nacional",42
"1834","CAVELLINI",NA,"MARIO",NA,"Partido Frente Amplio",47
"1835","CAVIA",NA,"EUGENIO","T.","Partido Colorado",29
"1836","CAVIGLIA",NA,"LUIS","C.","Partido Colorado",26
"1837","CAVIGLIA",NA,"LUIS","C.","Partido Colorado",28
"1838","CAZABAN","GONCALVEZ","RAUL",NA,"Partido Colorado",42
"1839","CAZARRE",NA,"HEBER",NA,"Partido Nacional",36
"1840","CEBALLE",NA,"CESAR",NA,"Partido Frente Amplio",47
"1841","CEBEY",NA,"IGNACIO",NA,"Partido Nacional",47
"1842","CENANDES",NA,"JESUS",NA,"Partido Frente Amplio",47
"1843","CENDOYA",NA,"ALCIDES",NA,"Partido Colorado",37
"1844","CENI",NA,"ISMAEL",NA,"Partido Nacional",39
"1845","CENTURION","","JULIO",NA,"Partido Frente Amplio",47
"1846","CENTURION",NA,"JULIO",NA,"Partido Frente Amplio",48
"1847","CENTURION",NA,"FRANCISCO",NA,"Partido Colorado",45
"1848","CERCHIARO","SAN JUAN","JOSE",NA,"Partido Colorado",39
"1849","CERCHIARO","SAN JUAN","JOSE",NA,"Partido Colorado",42
"1850","CERDEIRAS",NA,"DAOIZ","R.","Partido Nacional",29
"1851","CERDEIRAS",NA,"DAOIZ","R.","Partido Nacional",30
"1852","CERDEIRAS",NA,"DAOIZ","R.","Partido Nacional",31
"1853","CERDEIRAS","ALONSO","JULIO",NA,"Partido Colorado",32
"1854","CERDEIRAS","ALONSO","JULIO",NA,"Partido Colorado",33
"1855","CERDEÑA","CARDARELLO","JORGE","DANIEL","Partido Nacional",44
"1856","CERIANI",NA,"FEDERICO",NA,"Partido Nacional",47
"1857","CERNADA",NA,"EDUARDO",NA,"Partido Colorado",47
"1858","CERRUTI",NA,"RODRIGO",NA,"Partido Frente Amplio",47
"1859","CERSOSIMO",NA,"LISARDO",NA,"Partido Colorado",32
"1860","CERSOSIMO",NA,"LISARDO",NA,"Partido Colorado",33
"1861","CERSOSIMO",NA,"LISARDO",NA,"Partido Colorado",34
"1862","CERSOSIMO",NA,"LISARDO",NA,"Partido Colorado",35
"1863","CERSOSIMO",NA,"LISARDO",NA,"Partido Colorado",38
"1864","CERSOSIMO",NA,"PEDRO","W.","Partido Colorado",40
"1865","CERSOSIMO",NA,"GUSTAVO",NA,"Partido Colorado",47
"1866","CERSOSIMO",NA,"LISANDRO",NA,"Partido Colorado",35
"1867","CERSOSIMO",NA,"PEDRO",NA,"Partido Colorado",40
"1868","CERUTI","CROSA","PEDRO",NA,"Partido Colorado",30
"1869","CERVIERI",NA,"ALCIDES",NA,"Partido Colorado",39
"1870","CERVINI",NA,"WALTER",NA,"Partido Colorado",48
"1871","CESAR","FRATTI","JULIO",NA,"Partido Frente Amplio",47
"1872","CHAGAS",NA,"FERNANDO",NA,"Frente Amplio",45
"1873","CHALELA",NA,"LUIS",NA,"Partido Nacional",38
"1874","CHALELA","SILVA","LUIS",NA,"Partido Nacional",39
"1875","CHALELA",NA,"FELIPE",NA,"Partido Nacional",40
"1876","CHANQUET",NA,"MARLENE",NA,"Partido Nacional",45
"1877","CHAPPER",NA,"JORGE",NA,"Partido Nacional",43
"1878","CHAPPER",NA,"JORGE",NA,"Partido Nacional",44
"1879","CHAPPER",NA,"JORGE",NA,"Partido Nacional",45
"1880","CHARAMELO",NA,"RICHARD",NA,"Partido Nacional",46
"1881","CHARLIER",NA,"SILVIA",NA,"Partido Frente Amplio",47
"1882","CHARLONE",NA,"SILVANA",NA,"Frente Amplio",44
"1883","CHARLONE",NA,"SILVANA",NA,"Frente Amplio",45
"1884","CHARLONE",NA,"SILVANA",NA,"Frente Amplio",46
"1885","CHARLONE",NA,"CESAR",NA,"Partido Colorado",31
"1886","CHARLONE",NA,"CESAR",NA,"Partido Colorado",32
"1887","CHARLONE",NA,"CESAR",NA,"Partido Colorado",33
"1888","CHARLONE",NA,"CESAR",NA,"Partido Colorado",34
"1889","CHARLONE",NA,"CESAR",NA,"Partido Colorado",35
"1890","CHARLONE",NA,"CESAR",NA,"Partido Colorado",36
"1891","CHARLONE",NA,"CESAR",NA,"Partido Colorado",40
"1892","CHAVEZ",NA,"OMAR","R.","Partido Colorado",42
"1893","CHAVEZ",NA,"RAUL",NA,"Partido Colorado",38
"1894","CHELLE",NA,"ZOILO",NA,"Partido Colorado",38
"1895","CHELLE",NA,"ZOILO","A.","Partido Colorado",36
"1896","CHELONI",NA,"CONRADO",NA,"Partido Colorado",36
"1897","CHELONI",NA,"CONRADO",NA,"Partido Nacional",38
"1898","CHENLO",NA,"JUAN",NA,"Frente Amplio",41
"1899","CHENLO",NA,"JUAN",NA,"Frente Amplio",43
"1900","CHEVALIER",NA,"CARLOS",NA,"Partido Nacional",36
"1901","CHEVALIER",NA,"GABRIEL",NA,"Frente Amplio",45
"1902","CHIAPARA",NA,"JACINTA",NA,"Partido Colorado",43
"1903","CHIARINO",NA,"JUAN","VICENTE","Union Civica",34
"1904","CHIARINO",NA,"JUAN","VICENTE","Union Civica",35
"1905","CHIARINO",NA,"JUAN","VICENTE","Union Civica",36
"1906","CHIARINO",NA,"JUAN","VICENTE","Union Civica",37
"1907","CHIARINO",NA,"JUAN","VICENTE","Union Civica",42
"1908","CHIARINO",NA,"JUAN","VICENTE","Movimiento Civico Cristiano",39
"1909","CHIARINO",NA,"JUAN","VICENTE","Partido Democrata Cristiano",38
"1910","CHIAZZARO",NA,"ROBERTO",NA,"Frente Amplio",48
"1911","CHIAZZARO",NA,"ESTANISLAO",NA,"Frente Amplio",46
"1912","CHIESA",NA,"EDUARDO",NA,"Partido Colorado",45
"1913","CHIESA",NA,"PEDRO","MARIA","Partido Nacional",38
"1914","CHIESA",NA,"SERGIO",NA,"Partido Nacional",44
"1915","CHIESA",NA,"SERGIO",NA,"Partido Nacional",45
"1916","CHIESA","BRUNO","ANTONIO",NA,"Partido Nacional",47
"1917","CHIESA",NA,"MAURICIO",NA,"Partido Frente Amplio",47
"1918","CHIESA",NA,"PEDRO","M.","Partido Nacional",37
"1919","CHIESA",NA,"ANTONIO",NA,"Partido Nacional",39
"1920","CHIESA",NA,"PEDRO","M.","Partido Nacional",40
"1921","CHIESA",NA,"PEDRO","M.","Partido Nacional",41
"1922","CHIESA",NA,"SERGIO",NA,"Partido Nacional",42
"1923","CHIESA",NA,"SERGIO",NA,"Partido Nacional",43
"1924","CHIESSA",NA,"ANTONIO",NA,"Partido Nacional",38
"1925","CHIFFLET",NA,"GUILLERMO",NA,"Frente Amplio",43
"1926","CHIFFLET",NA,"GUILLERMO",NA,"Frente Amplio",44
"1927","CHIFFLET",NA,"GUILLERMO",NA,"Frente Amplio",45
"1928","CHIFFLET",NA,"GUILLERMO",NA,"Frente Amplio",46
"1929","CHIFFLET",NA,"JULIO",NA,"Partido Colorado",41
"1930","CHIFLET",NA,"JULIO","V.","Partido Nacional",29
"1931","CHIOSSI",NA,"MARTINIANO",NA,"Partido Colorado",33
"1932","CHIPARELLI",NA,"HUGO",NA,"Partido Nacional",47
"1933","CHIRUCHI",NA,"JUAN",NA,"Partido Nacional",44
"1934","CHIRUCHI",NA,"JUAN",NA,"Partido Nacional",45
"1935","CHIRUCHI",NA,"JUAN",NA,"Partido Nacional",46
"1936","CHIRUCHI",NA,"JUAN","ANTONIO","Partido Nacional",47
"1937","CHIRUCHI",NA,"JUAN",NA,"Partido Nacional",43
"1938","CHIRUCHI",NA,"JUAN","ANTONIO","Partido Nacional",42
"1939","CHIRUCHI",NA,"JUAN","ANTONIO","Partido Nacional",43
"1940","CHIRUCHI",NA,"JUAN","ANTONIO","Partido Nacional",45
"1941","CHIRUCHI",NA,"JUAN","ANTONIO","Partido Nacional",46
"1942","CHOCA",NA,"ERNESTO","A.","Partido Colorado",40
"1943","CHOCHO",NA,"WALTER",NA,"Partido por el Gobierno del Pueblo",43
"1944","CHOUHY","TERRA","JOSE","L.","Partido Colorado",33
"1945","CHOUHY","TERRA","JOSE","L.","Partido Colorado",34
"1946","CHOUHY","TERRA","PEDRO",NA,"Partido Colorado",33
"1947","CHOUHY","TERRA","PEDRO",NA,"Partido Colorado",34
"1948","CHOUHY","TERRA","PEDRO",NA,"Partido Colorado",35
"1949","CHOUHY","TERRA","PEDRO",NA,"Partido Colorado",36
"1950","CHRISTIANSEN",NA,"CARLOS",NA,"Partido Nacional",46
"1951","CHUCARRO",NA,"ANDRES",NA,"Partido Ecologista Radical Intransigene",48
"1952","CIASULLO",NA,"ALDO",NA,"Partido Colorado",36
"1953","CIBILS",NA,"GONZALO",NA,"Partido Nacional",43
"1954","CIBILS",NA,"LUIS","I.","Partido Nacional",29
"1955","CIBILS",NA,"LUIS","I.","Partido Nacional",31
"1956","CID",NA,"ALBERTO",NA,"Frente Amplio",43
"1957","CID",NA,"ALBERTO",NA,"Frente Amplio",44
"1958","CID",NA,"ALBERTO",NA,"Frente Amplio",45
"1959","CID",NA,"ALBERTO",NA,"Frente Amplio",46
"1960","CIGANDA",NA,"HUMBERTO",NA,"Partido Democrata Cristiano",39
"1961","CIGANDA",NA,"HUMBERTO",NA,"Partido Democrata Cristiano",40
"1962","CIGANDA",NA,"JUAN","PEDRO","Frente Amplio",42
"1963","CIGANDA",NA,"PEDRO","A.","Partido Nacional",28
"1964","CIGANDA",NA,"HERNAN",NA,"Partido Nacional",47
"1965","CIGANDA",NA,"HERNAN",NA,"Partido Nacional",48
"1966","CIGLIUTI",NA,"CARLOS","E.","Partido Colorado",38
"1967","CIGLIUTI",NA,"CARLOS","W.","Partido Colorado",39
"1968","CIGLIUTI",NA,"CARLOS","W.","Partido Colorado",40
"1969","CIGLIUTI",NA,"CARLOS","W.","Partido Colorado",41
"1970","CIGLIUTI",NA,"CARLOS","W.","Partido Colorado",42
"1971","CIGLIUTI",NA,"CARLOS","W.","Partido Colorado",43
"1972","CIGLIUTI",NA,"DANIEL",NA,"Nuevo Espacio",44
"1973","CIGLIUTI",NA,"DANIEL",NA,"Nuevo Espacio",45
"1974","CIGLIUTI",NA,"DANIEL",NA,"Partido Frente Amplio",48
"1975","CIMA",NA,"ALBERTO",NA,"Partido Colorado",27
"1976","CIMA",NA,"ALBERTO",NA,"Partido Colorado",28
"1977","CIMA",NA,"ALBERTO",NA,"Partido Colorado",29
"1978","CIMA",NA,"ALBERTO",NA,"Partido Colorado",30
"1979","CIOMPI",NA,"CIRO",NA,"Partido Nacional",35
"1980","CIOMPI",NA,"CIRO",NA,"Partido Nacional",36
"1981","CIOMPI",NA,"CIRO",NA,"Partido Nacional",38
"1982","CIOMPI",NA,"CIRO",NA,"Partido Nacional",37
"1983","CIPOLINI",NA,"ROMAN",NA,"Partido Frente Amplio",47
"1984","CIVILA","LOPEZ","GONZALO",NA,"Frente Amplio",48
"1985","CIVILA","LOPEZ","GONZALO",NA,"Frente Amplio",47
"1986","CIVILA",NA,"GONZALO",NA,"Frente Amplio",49
"1987","CLADERA",NA,"JUAN",NA,"Frente Amplio",42
"1988","CLAVEAUX",NA,"ENRIQUE",NA,"Partido Colorado",35
"1989","CLAVELI",NA,"JOSE",NA,"Partido Frente Amplio",48
"1990","CLAVIJO",NA,"HEBER",NA,"Frente Amplio",46
"1991","CLAVIJO",NA,"ALBA",NA,"Frente Amplio",43
"1992","CLULOW",NA,"CARLOS",NA,"Partido Nacional",38
"1993","COCCARO",NA,"DORA",NA,"Partido Colorado",38
"1994","COCCARO",NA,"DORA",NA,"Partido Colorado",39
"1995","COCCHI",NA,"BETTINA",NA,"Partido Colorado",44
"1996","CODA",NA,"HILDA",NA,"Partido Colorado",42
"1997","COELHO",NA,"FLAVIA",NA,"Frente Amplio",48
"1998","COHEN",NA,"MOISES",NA,NA,41
"1999","COIMBRA",NA,"JUAN",NA,"Partido Frente Amplio",47
"2000","COITIÑO",NA,"MARIO",NA,"Partido Frente Amplio",47
"2001","COLACCE",NA,"CARLOS",NA,"Frente Amplio",46
"2002","COLISTRO",NA,"CARLOS",NA,"Partido Colorado",24
"2003","COLISTRO",NA,"CARLOS",NA,"Partido Colorado",25
"2004","COLISTRO",NA,"CARLOS",NA,"Partido Colorado",26
"2005","COLISTRO",NA,"CARLOS",NA,"Partido Colorado",27
"2006","COLISTRO",NA,"CARLOS",NA,"Partido Colorado",28
"2007","COLISTRO",NA,"CARLOS",NA,"Partido Colorado",29
"2008","COLL",NA,"JORGE",NA,"Frente Amplio",44
"2009","COLLAZO",NA,"JUAN","ANTONIO","Partido Nacional",37
"2010","COLLAZO",NA,"TEOFILO","A.","Partido Colorado",38
"2011","COLLAZO",NA,"TEOFILO","A.","Partido Colorado",39
"2012","COLLAZO",NA,"ULISES",NA,"Partido Nacional",32
"2013","COLLAZO",NA,"ULISES",NA,"Partido Nacional",33
"2014","COLLAZO",NA,"ULISES",NA,"Partido Nacional",38
"2015","COLLAZO",NA,"ARIEL",NA,"Partido Nacional",38
"2016","COLLAZO",NA,"ARIEL",NA,"Frente Izquierda de Liberacion",39
"2017","COLLAZO",NA,"ARIEL",NA,"Frente Izquierda de Liberacion",40
"2018","COLLAZO",NA,"JAIME",NA,"Movimiento Revolucionario Oriental",38
"2019","COLLAZO",NA,"ULISES",NA,"Partido Nacional",29
"2020","COLLAZO",NA,"ARTURO",NA,"Partido Nacional",39
"2021","COLMAN",NA,"EMILIA",NA,"Partido Colorado",44
"2022","COLMAN",NA,"MARIO",NA,"Partido Nacional",49
"2023","COLOMBO","HEROSA","HECTOR",NA,"Partido Colorado",37
"2024","COLOMBO",NA,"FABIAN",NA,"Partido Nacional",48
"2025","COMAS","NIN","ENRIQUE",NA,"Partido Colorado",27
"2026","COMAS","NIN","ENRIQUE",NA,"Partido Colorado",28
"2027","CONDE","MONTES DE OCA","JORGE",NA,"Partido Colorado",42
"2028","CONDE","MONTES DE OCA","JORGE",NA,"Partido Colorado",43
"2029","CONDE",NA,"ROBERTO",NA,"Frente Amplio",44
"2030","CONDE",NA,"ROBERTO",NA,"Frente Amplio",45
"2031","CONDE",NA,"ROBERTO",NA,"Frente Amplio",46
"2032","CONDE",NA,"ROBERTO",NA,"Frente Amplio",47
"2033","CONDE",NA,"LUJAN",NA,"Partido Nacional",47
"2034","CONDE",NA,"MARIA","DEL","Partido Nacional",48
"2035","CONDE",NA,"MARIELA",NA,"Partido Nacional",48
"2036","CORBO",NA,"DANIEL",NA,"Partido Nacional",44
"2037","CORBO","MARTINEZ","HOMERO",NA,"Partido Colorado",32
"2038","CORDANO",NA,"ANA",NA,"Partido Verde Animalista",48
"2039","CORDOBA",NA,"CARLOS",NA,"Partido Nacional",47
"2040","CORDONE",NA,"MIGUEL","ANGEL","Partido Nacional",39
"2041","CORDONE",NA,"MIGUEL","ANGEL","Partido Nacional",40
"2042","CORDONES","ALCOBA","RAUL",NA,"Partido Colorado",37
"2043","CORDONES",NA,"AMILCAR",NA,"Partido Nacional",42
"2044","CORDONES",NA,"ADEMAR",NA,"Partido Frente Amplio",47
"2045","CORE",NA,"FLORENCIO",NA,"Partido Nacional",34
"2046","CORE",NA,"FLORENCIO",NA,"Partido Nacional",36
"2047","CORE",NA,"FLORENCIO",NA,"Partido Nacional",39
"2048","CORE",NA,"FLORENCIO",NA,"Partido Colorado",37
"2049","CORE",NA,"FLORENCIO",NA,"Partido Colorado",38
"2050","CORES",NA,"HUGO",NA,"Frente Amplio",43
"2051","CORNU",NA,"ENRIQUE","A.","Partido Colorado",27
"2052","CORNU",NA,"ENRIQUE","A.","Partido Colorado",28
"2053","CORNU",NA,"ENRIQUE","A.","Partido Colorado",29
"2054","CORNU",NA,"ENRIQUE","A.","Partido Colorado",30
"2055","CORONEL",NA,"DIONISIO",NA,"Partido Nacional",27
"2056","CORONEL",NA,"DIONISIO",NA,"Partido Nacional",32
"2057","CORONEL",NA,"MANUEL","ORIBE","Partido Nacional",28
"2058","CORONEL",NA,"MANUEL","ORIBE","Partido Nacional",29
"2059","CORONEL",NA,"MANUEL","ORIBE","Partido Nacional",30
"2060","CORONEL",NA,"MANUEL","ORIBE","Partido Nacional",31
"2061","CORONEL",NA,"JORGE",NA,"Partido Nacional",43
"2062","CORONEL",NA,"JOSE",NA,"Frente Amplio",44
"2063","CORREA",NA,"HECTOR","BATLLE","Partido Colorado",36
"2064","CORREA",NA,"HECTOR","BATLLE","Partido Colorado",40
"2065","CORREA",NA,"HILARIO","F.","Partido Colorado",40
"2066","CORREA","FREITAS","RUBEN",NA,"Partido Colorado",45
"2067","CORREA",NA,"WALTER",NA,"Frente Amplio",42
"2068","CORREA",NA,"ANTONIO",NA,"Partido Frente Amplio",47
"2069","CORREA",NA,"UDISON",NA,"Partido Frente Amplio",47
"2070","CORREA",NA,"GASTON",NA,"Partido Frente Amplio",48
"2071","CORREA",NA,"DANIEL",NA,"Partido Nacional",48
"2072","CORREA",NA,"JULIO","E.","Partido Nacional",37
"2073","CORREA",NA,"HILARIO",NA,"Partido Colorado",38
"2074","CORREA",NA,"JULIO","E.","Partido Nacional",39
"2075","CORTAZZO",NA,"VICTOR",NA,"Partido Colorado",41
"2076","CORTAZZO",NA,"VICTOR",NA,"Partido Colorado",42
"2077","CORTAZZO",NA,"VICTOR",NA,"Partido Colorado",39
"2078","CORTINAS",NA,"MIGUEL","S.","Partido Nacional",22
"2079","CORTINAS",NA,"MIGUEL","S.","Partido Nacional",23
"2080","CORTINAS",NA,"ISMAEL",NA,"Partido Nacional",25
"2081","CORTINAS",NA,"ISMAEL",NA,"Partido Nacional",26
"2082","CORTINAS",NA,"ISMAEL",NA,"Partido Nacional",27
"2083","CORTINAS",NA,"ISMAEL",NA,"Partido Nacional",28
"2084","CORTINAS",NA,"ISMAEL",NA,"Partido Nacional",29
"2085","CORTINAS",NA,"ISMAEL",NA,"Partido Nacional",30
"2086","CORTONDO",NA,"CRISTINA",NA,"Partido Nacional",48
"2087","COSIO",NA,"PEDRO",NA,"Partido Colorado",24
"2088","COSIO",NA,"RICARDO",NA,"Partido Colorado",27
"2089","COSIO",NA,"RICARDO",NA,"Partido Colorado",28
"2090","COSIO",NA,"RICARDO",NA,"Partido Colorado",29
"2091","COSIO",NA,"RICARDO",NA,"Partido Colorado",30
"2092","COSIO",NA,"RICARDO",NA,"Partido Colorado",31
"2093","COSIO",NA,"RICARDO",NA,"Partido Colorado",34
"2094","COSIO",NA,"VALENTIN",NA,"Partido Nacional",36
"2095","COSIO",NA,"VALENTIN",NA,"Partido Nacional",39
"2096","COSIO",NA,"PEDRO",NA,"Partido Colorado",25
"2097","COSIO",NA,"PEDRO",NA,"Partido Colorado",28
"2098","COSIO",NA,"PEDRO",NA,"Partido Colorado",32
"2099","COSSE",NA,"CAROLINA",NA,"Frente Amplio",49
"2100","COSSE",NA,"CAROLINA",NA,"Frente Amplio",48
"2101","COSSIO",NA,"VALENTIN",NA,"Partido Nacional",35
"2102","COSSIO",NA,"VALENTIN",NA,"Union Blanca de Treinta y Tres",36
"2103","COSSIO",NA,"VALENTIN",NA,"Partido Nacional",39
"2104","COSTA",NA,"ANGEL","FLORO","Partido Colorado",21
"2105","COSTA",NA,"ANGEL","FLORO","Partido Colorado",22
"2106","COSTA",NA,"ENRIQUE",NA,"Partido Colorado",33
"2107","COSTA","GUITERREZ","ALFREDO",NA,"Partido Colorado",26
"2108","COSTA",NA,"JUAN","CARLOS","Partido Nacional",44
"2109","COSTA",NA,"VICENTE","F.","Partido Colorado",27
"2110","COSTA",NA,"VICENTE","F.","Partido Colorado",28
"2111","COSTA",NA,"VICENTE","F.","Partido Colorado General Fructuoso Rivera",29
"2112","COSTA",NA,"VICENTE","F.","Partido Colorado General Fructuoso Rivera",30
"2113","COSTA",NA,"DANIEL",NA,"Partido Nacional",44
"2114","COSTA",NA,"GRACIELA",NA,"Partido Colorado",47
"2115","COSTA",NA,"MARIA",NA,"Partido Nacional",48
"2116","COSTA","LEMES","JULIO","C.","Partido Colorado",37
"2117","COSTA",NA,"RICARDO","E.","Partido Colorado",37
"2118","COSTA","","TABARE",NA,"Frente Amplio",48
"2119","COSTANZO",NA,"NELSON",NA,"Partido Colorado",40
"2120","COSTANZO",NA,"NELSON",NA,"Partido Colorado",41
"2121","COTELO",NA,"RAMON","A.","Partido Nacional",36
"2122","COTELO",NA,"RAMON","A.","Partido Nacional",37
"2123","COTELO",NA,"RAMON","A.","Partido Nacional",38
"2124","COURDIN",NA,"NELSON",NA,"Partido Nacional",48
"2125","COURIEL",NA,"ALBERTO",NA,"Frente Amplio",43
"2126","COURIEL",NA,"ALBERTO",NA,"Frente Amplio",44
"2127","COURIEL",NA,"ALBERTO",NA,"Frente Amplio",45
"2128","COURIEL",NA,"ALBERTO",NA,"Frente Amplio",46
"2129","COURIEL",NA,"ALBERTO",NA,"Frente Amplio",47
"2130","COURTOISIE",NA,"GABRIEL",NA,"Nuevo Espacio",44
"2131","COUSSIN",NA,"NELSON",NA,"Partido Nacional",41
"2132","COUTINHO",NA,"GERMAN",NA,"Partido Colorado",49
"2133","COUTINHO",NA,"GERMAN",NA,"Partido Colorado",47
"2134","COUTINHO",NA,"GERMAN",NA,"Partido Colorado",48
"2135","CRAVEA",NA,"MARCELO",NA,"Partido Nacional",48
"2136","CRAVIOTTO","CASAS","WILSON",NA,"Partido Colorado",40
"2137","CRAVIOTTO","CASAS","WILSON",NA,"Partido Colorado",41
"2138","CRAVIOTTO","CASAS","WILSON",NA,"Partido Colorado",43
"2139","CRESCERI",NA,"WILLIAM",NA,"Partido Frente Amplio",47
"2140","CRESPO",NA,"GERVASIO",NA,"Union Civica",37
"2141","CRESPO",NA,"GERVASIO",NA,"Union Civica",38
"2142","CRESPO",NA,"GERVASIO",NA,"Union Civica",39
"2143","CRESSERI",NA,"WILLIAM",NA,"Partido Nacional",48
"2144","CRISCI",NA,"LUIS",NA,"Partido Nacional",40
"2145","CROCCI",NA,"ELIAS",NA,"Partido Colorado",39
"2146","CROCE",NA,"JUAN","CARLOS","Partido Nacional",42
"2147","CROCI",NA,"ELIAS",NA,"Partido Colorado",40
"2148","CROSA",NA,"FERNANDO",NA,"Partido Nacional",38
"2149","CROSSA",NA,"ARIEL",NA,"Partido Nacional",45
"2150","CROSSA",NA,"FERNANDO",NA,"Partido Nacional",41
"2151","CROTTOGINI",NA,"JUAN","JOSE","Frente Amplio",40
"2152","CROVETTO",NA,"ANDRES",NA,"Partido Colorado",25
"2153","CRUZ",NA,"PEDRO",NA,"Partido Frente Amplio",48
"2154","CRUZ",NA,"JUAN","MARIA","Partido Nacional",29
"2155","CRUZ",NA,"JUAN","DOMINGO","Partido Nacional",29
"2156","CUADRADO",NA,"HUGO",NA,"Frente Amplio",45
"2157","CUADRO",NA,"JESUS",NA,"Partido Nacional",47
"2158","CUADROS",NA,"JESUS",NA,"Partido Nacional",48
"2159","CUARRO",NA,"BENITO","M.","Partido Colorado",21
"2160","CUARRO",NA,"BENITO","M.","Partido Colorado",22
"2161","CUBAS","MERCAPIDEZ","PEDRO",NA,"Partido Colorado",43
"2162","CUELLO","LOPEZ","HUGO",NA,"Partido Nacional",47
"2163","CUENCA","Y LAMAS","JUAN","J.","Partido Colorado",29
"2164","CUENCA","Y LAMAS","JUAN","J.","Partido Colorado",30
"2165","CUERVO",NA,"ARMANDO",NA,"Frente Izquierda de Liberacion",39
"2166","CUERVO",NA,"ARMANDO",NA,"Frente Izquierda de Liberacion",40
"2167","CUESTAS",NA,"GERARDO",NA,"Partido Frente Izquierda de Liberacion",40
"2168","CUEVAS","CACERES","ARTURO",NA,"Partido Colorado",40
"2169","CUEVAS","CACERES","ARTURO",NA,"Partido Colorado",41
"2170","CUEVAS","GODAY","RAUL",NA,"Partido Colorado",45
"2171","CUEVAS","","LILIANA",NA,"Partido Frente Amplio",47
"2172","CULTELLI",NA,"ANDRES",NA,"Frente Amplio",44
"2173","CURA",NA,"LIBER",NA,"Partido Nacional",40
"2174","CURA",NA,"SILVIO",NA,"Partido Nacional",47
